기온,날짜,자치구
1.529166667,20150118,관악구
-0.45,20150119,관악구
1.654166667,20150120,관악구
3.9041666669999997,20150121,관악구
3.4875,20150122,관악구
2.875,20150123,관악구
4.5625,20150124,관악구
4.429166667,20150125,관악구
2.65,20150126,관악구
-4.029166667,20150127,관악구
-1.6458333330000001,20150128,관악구
0.275,20150129,관악구
-2.929166667,20150130,관악구
-3.208333333,20150131,관악구
-6.3875,20150101,서초구
-4.679166667,20150102,서초구
0.166666667,20150103,서초구
2.504166667,20150104,서초구
4.304166667,20150105,서초구
-4.058333333,20150106,서초구
-4.054166667,20150107,서초구
-2.858333333,20150108,서초구
-0.47083333299999997,20150109,서초구
2.166666667,20150110,서초구
-1.095833333,20150111,서초구
-1.225,20150112,서초구
1.9916666669999998,20150113,서초구
3.929166667,20150114,서초구
4.133333333,20150115,서초구
-0.3875,20150116,서초구
-2.491666667,20150117,서초구
1.079166667,20150118,서초구
-0.5458333329999999,20150119,서초구
1.05,20150120,서초구
3.9041666669999997,20150121,서초구
3.683333333,20150122,서초구
2.733333333,20150123,서초구
4.066666667,20150124,서초구
3.895833333,20150125,서초구
2.5916666669999997,20150126,서초구
-3.9125,20150127,서초구
-1.966666667,20150128,서초구
0.175,20150129,서초구
-3.116666667,20150130,서초구
-2.9375,20150131,서초구
-6.3875,20150101,강남구
-4.679166667,20150102,강남구
0.166666667,20150103,강남구
2.504166667,20150104,강남구
4.304166667,20150105,강남구
-4.058333333,20150106,강남구
-4.054166667,20150107,강남구
-2.858333333,20150108,강남구
-0.47083333299999997,20150109,강남구
2.166666667,20150110,강남구
-1.095833333,20150111,강남구
-1.225,20150112,강남구
1.9916666669999998,20150113,강남구
3.929166667,20150114,강남구
4.133333333,20150115,강남구
-0.3875,20150116,강남구
-2.491666667,20150117,강남구
1.079166667,20150118,강남구
-0.5458333329999999,20150119,강남구
1.05,20150120,강남구
3.9041666669999997,20150121,강남구
3.683333333,20150122,강남구
2.733333333,20150123,강남구
4.066666667,20150124,강남구
3.895833333,20150125,강남구
2.5916666669999997,20150126,강남구
-3.9125,20150127,강남구
-1.966666667,20150128,강남구
0.175,20150129,강남구
-3.116666667,20150130,강남구
-2.9375,20150131,강남구
-6.270833333,20150101,송파구
-4.466666667,20150102,송파구
0.7958333329999999,20150103,송파구
2.9708333330000003,20150104,송파구
4.591666667,20150105,송파구
-3.7375,20150106,송파구
-3.5291666669999997,20150107,송파구
-2.7875,20150108,송파구
-0.016666667,20150109,송파구
2.3875,20150110,송파구
-0.8875,20150111,송파구
-0.770833333,20150112,송파구
2.245833333,20150113,송파구
4.125,20150114,송파구
4.341666667,20150115,송파구
-0.11666666699999999,20150116,송파구
-2.2833333330000003,20150117,송파구
1.375,20150118,송파구
-0.29583333300000003,20150119,송파구
1.3625,20150120,송파구
4.004166667,20150121,송파구
3.7875,20150122,송파구
2.9666666669999997,20150123,송파구
4.458333333,20150124,송파구
4.125,20150125,송파구
2.929166667,20150126,송파구
-3.329166667,20150127,송파구
-1.608333333,20150128,송파구
0.6875,20150129,송파구
-2.85,20150130,송파구
-2.516666667,20150131,송파구
-6.591666667,20150101,강동구
-5.3625,20150102,강동구
-0.5458333329999999,20150103,강동구
1.3791666669999998,20150104,강동구
3.7625,20150105,강동구
-3.691666667,20150106,강동구
-5.004166667,20150107,강동구
-4.520833333,20150108,강동구
-2.008333333,20150109,강동구
1.3666666669999998,20150110,강동구
-0.895833333,20150111,강동구
-2.395833333,20150112,강동구
1.120833333,20150113,강동구
3.1,20150114,강동구
3.120833333,20150115,강동구
0.1,20150116,강동구
-3.545833333,20150117,강동구
0.895833333,20150118,강동구
-1.266666667,20150119,강동구
0.35,20150120,강동구
2.75,20150121,강동구
2.325,20150122,강동구
1.725,20150123,강동구
2.9666666669999997,20150124,강동구
3.675,20150125,강동구
3.1125,20150126,강동구
-3.275,20150127,강동구
-2.179166667,20150128,강동구
0.40416666700000003,20150129,강동구
-2.9375,20150130,강동구
-3.295833333,20150131,강동구
-2.070833333,20150201,종로구
3.33e-16,20150202,종로구
0.845833333,20150203,종로구
0.475,20150204,종로구
-0.275,20150205,종로구
1.2375,20150206,종로구
-1.258333333,20150207,종로구
-10.42083333,20150208,종로구
-2.179166667,20150209,종로구
2.2791666669999997,20150210,종로구
1.466666667,20150211,종로구
-2.8,20150212,종로구
-0.6,20150213,종로구
3.8625,20150214,종로구
8.283333333,20150215,종로구
4.141666667,20150216,종로구
1.075,20150217,종로구
0.40416666700000003,20150218,종로구
2.6375,20150219,종로구
7.066666667000001,20150220,종로구
5.7375,20150221,종로구
1.158333333,20150222,종로구
1.3375,20150223,종로구
2.5375,20150224,종로구
6.075,20150225,종로구
-1.075,20150226,종로구
-0.15,20150227,종로구
3.575,20150228,종로구
-2.070833333,20150201,중구
3.33e-16,20150202,중구
0.845833333,20150203,중구
0.475,20150204,중구
-0.275,20150205,중구
1.2375,20150206,중구
-1.258333333,20150207,중구
-10.42083333,20150208,중구
-2.179166667,20150209,중구
2.2791666669999997,20150210,중구
1.466666667,20150211,중구
-2.8,20150212,중구
-0.6,20150213,중구
3.8625,20150214,중구
8.283333333,20150215,중구
4.141666667,20150216,중구
1.075,20150217,중구
0.40416666700000003,20150218,중구
2.6375,20150219,중구
7.066666667000001,20150220,중구
5.7375,20150221,중구
1.158333333,20150222,중구
1.3375,20150223,중구
2.5375,20150224,중구
6.075,20150225,중구
-1.075,20150226,중구
-0.15,20150227,중구
3.575,20150228,중구
-1.125,20150201,용산구
0.666666667,20150202,용산구
1.7583333330000002,20150203,용산구
1.525,20150204,용산구
0.754166667,20150205,용산구
2.1541666669999997,20150206,용산구
-0.620833333,20150207,용산구
-9.3125,20150208,용산구
-1.358333333,20150209,용산구
3.370833333,20150210,용산구
2.258333333,20150211,용산구
-1.625,20150212,용산구
0.5083333329999999,20150213,용산구
4.541666667,20150214,용산구
8.5375,20150215,용산구
4.7875,20150216,용산구
2.0916666669999997,20150217,용산구
1.5,20150218,용산구
3.35,20150219,용산구
7.4625,20150220,용산구
6.275,20150221,용산구
2.079166667,20150222,용산구
2.2791666669999997,20150223,용산구
3.258333333,20150224,용산구
6.420833332999999,20150225,용산구
-0.241666667,20150226,용산구
0.1875,20150227,용산구
4.125,20150228,용산구
-1.245833333,20150201,성동구
0.725,20150202,성동구
1.608333333,20150203,성동구
1.4791666669999999,20150204,성동구
0.845833333,20150205,성동구
1.8208333330000002,20150206,성동구
-0.55,20150207,성동구
-8.9625,20150208,성동구
-1.133333333,20150209,성동구
3.391666667,20150210,성동구
2.55,20150211,성동구
-1.466666667,20150212,성동구
0.454166667,20150213,성동구
3.9375,20150214,성동구
8.333333332999999,20150215,성동구
4.4875,20150216,성동구
2.1583333330000003,20150217,성동구
1.3541666669999999,20150218,성동구
3.1375,20150219,성동구
7.029166667,20150220,성동구
5.970833333,20150221,성동구
2.075,20150222,성동구
2.083333333,20150223,성동구
3.183333333,20150224,성동구
6.358333332999999,20150225,성동구
-0.304166667,20150226,성동구
0.1875,20150227,성동구
4.033333333,20150228,성동구
-1.104166667,20150201,광진구
0.7125,20150202,광진구
1.829166667,20150203,광진구
1.6166666669999998,20150204,광진구
1.083333333,20150205,광진구
2.3416666669999997,20150206,광진구
-0.4875,20150207,광진구
-9.241666667,20150208,광진구
-1.120833333,20150209,광진구
3.504166667,20150210,광진구
2.6,20150211,광진구
-1.3,20150212,광진구
0.558333333,20150213,광진구
4.258333333,20150214,광진구
8.325,20150215,광진구
