,,,,,,,,,,,단위 : 동
구분,구분,구분,합계,10년미만,10~15년미만,15~20년미만,20~25년미만,25~30년미만,30~35년미만,35년이상,기타
서울특별시,서대문구,연희동,  111 ,  21 ,  14 ,  13 ,  16 ,  6 ,  11 ,  29 ,  1 
서울특별시,서대문구,영천동,  4 ,  - ,  - ,  1 ,  2 ,  - ,  - ,  1 ,  - 
서울특별시,서대문구,옥천동,  1 ,  - ,  1 ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,서대문구,창천동,  29 ,  5 ,  3 ,  2 ,  4 ,  4 ,  2 ,  8 ,  1 
서울특별시,서대문구,천연동,  13 ,  1 ,  3 ,  4 ,  2 ,  - ,  - ,  1 ,  2 
서울특별시,서대문구,충정로2가,  14 ,  2 ,  3 ,  1 ,  1 ,  2 ,  - ,  4 ,  1 
서울특별시,서대문구,충정로3가,  13 ,  2 ,  3 ,  1 ,  - ,  - ,  1 ,  5 ,  1 
서울특별시,서대문구,합동,  2 ,  1 ,  - ,  - ,  - ,  - ,  - ,  1 ,  - 
서울특별시,서대문구,현저동,  26 ,  3 ,  3 ,  3 ,  6 ,  - ,  1 ,  - ,  10 
서울특별시,서대문구,홍은동,  78 ,  19 ,  16 ,  8 ,  8 ,  4 ,  7 ,  15 ,  1 
서울특별시,서대문구,홍제동,  87 ,  13 ,  12 ,  16 ,  18 ,  3 ,  6 ,  15 ,  4 
서울특별시,서초구,내곡동,  21 ,  8 ,  3 ,  3 ,  1 ,  1 ,  2 ,  1 ,  2 
서울특별시,서초구,반포동,  90 ,  17 ,  15 ,  9 ,  19 ,  14 ,  8 ,  7 ,  1 
서울특별시,서초구,방배동,  122 ,  12 ,  12 ,  21 ,  19 ,  19 ,  18 ,  20 ,  1 
서울특별시,서초구,서초동,  194 ,  24 ,  28 ,  24 ,  23 ,  29 ,  16 ,  14 ,  36 
서울특별시,서초구,신원동,  5 ,  3 ,  - ,  - ,  - ,  - ,  1 ,  1 ,  - 
서울특별시,서초구,양재동,  61 ,  5 ,  15 ,  8 ,  15 ,  13 ,  4 ,  - ,  1 
서울특별시,서초구,염곡동,  16 ,  1 ,  2 ,  6 ,  1 ,  1 ,  - ,  4 ,  1 
서울특별시,서초구,우면동,  35 ,  12 ,  5 ,  5 ,  7 ,  5 ,  - ,  1 ,  - 
서울특별시,서초구,원지동,  6 ,  2 ,  1 ,  - ,  1 ,  - ,  - ,  2 ,  - 
서울특별시,서초구,잠원동,  30 ,  1 ,  3 ,  8 ,  5 ,  4 ,  4 ,  4 ,  1 
서울특별시,성동구,금호동1가,  16 ,  2 ,  6 ,  3 ,  1 ,  - ,  2 ,  2 ,  - 
서울특별시,성동구,금호동2가,  14 ,  3 ,  1 ,  4 ,  - ,  1 ,  3 ,  2 ,  - 
서울특별시,성동구,금호동3가,  12 ,  4 ,  2 ,  - ,  1 ,  3 ,  - ,  2 ,  - 
서울특별시,성동구,금호동4가,  15 ,  2 ,  1 ,  5 ,  1 ,  1 ,  1 ,  3 ,  1 
서울특별시,성동구,도선동,  7 ,  1 ,  - ,  - ,  1 ,  3 ,  - ,  2 ,  - 
서울특별시,성동구,마장동,  30 ,  2 ,  7 ,  4 ,  4 ,  1 ,  1 ,  7 ,  4 
서울특별시,성동구,사근동,  24 ,  1 ,  2 ,  - ,  5 ,  - ,  2 ,  14 ,  - 
서울특별시,성동구,상왕십리동,  5 ,  3 ,  - ,  1 ,  1 ,  - ,  - ,  - ,  - 
서울특별시,성동구,성수동1가,  58 ,  10 ,  14 ,  7 ,  4 ,  4 ,  6 ,  10 ,  3 
서울특별시,성동구,성수동2가,  41 ,  6 ,  5 ,  3 ,  5 ,  1 ,  8 ,  13 ,  - 
서울특별시,성동구,송정동,  12 ,  3 ,  1 ,  2 ,  2 ,  - ,  - ,  3 ,  1 
서울특별시,성동구,옥수동,  36 ,  9 ,  5 ,  9 ,  3 ,  3 ,  6 ,  1 ,  - 
서울특별시,성동구,용답동,  15 ,  1 ,  7 ,  - ,  1 ,  2 ,  1 ,  3 ,  - 
서울특별시,성동구,응봉동,  9 ,  - ,  4 ,  1 ,  1 ,  1 ,  1 ,  1 ,  - 
서울특별시,성동구,하왕십리동,  13 ,  5 ,  2 ,  2 ,  1 ,  2 ,  - ,  1 ,  - 
서울특별시,성동구,행당동,  127 ,  23 ,  20 ,  39 ,  10 ,  5 ,  5 ,  25 ,  - 
서울특별시,성동구,홍익동,  12 ,  1 ,  3 ,  - ,  1 ,  1 ,  - ,  6 ,  - 
서울특별시,성북구,길음동,  60 ,  16 ,  12 ,  5 ,  7 ,  3 ,  5 ,  8 ,  4 
서울특별시,성북구,돈암동,  79 ,  12 ,  10 ,  17 ,  4 ,  4 ,  3 ,  23 ,  6 
서울특별시,성북구,동선동1가,  3 ,  1 ,  - ,  - ,  - ,  - ,  - ,  2 ,  - 
서울특별시,성북구,동선동2가,  8 ,  - ,  2 ,  1 ,  - ,  - ,  - ,  4 ,  1 
서울특별시,성북구,동선동3가,  3 ,  1 ,  - ,  - ,  1 ,  - ,  1 ,  - ,  - 
서울특별시,성북구,동선동4가,  3 ,  - ,  1 ,  1 ,  - ,  - ,  1 ,  - ,  - 
서울특별시,성북구,동선동5가,  4 ,  - ,  - ,  1 ,  1 ,  - ,  2 ,  - ,  - 
서울특별시,성북구,동소문동1가,  7 ,  1 ,  - ,  1 ,  2 ,  1 ,  1 ,  1 ,  - 
서울특별시,성북구,동소문동2가,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,성북구,동소문동3가,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,성북구,동소문동4가,  4 ,  - ,  - ,  2 ,  1 ,  - ,  - ,  1 ,  - 
서울특별시,성북구,동소문동5가,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,성북구,동소문동6가,  15 ,  2 ,  4 ,  1 ,  1 ,  1 ,  1 ,  2 ,  3 
서울특별시,성북구,동소문동7가,  5 ,  - ,  - ,  1 ,  2 ,  - ,  - ,  1 ,  1 
서울특별시,성북구,보문동1가,  4 ,  - ,  - ,  - ,  3 ,  - ,  - ,  1 ,  - 
서울특별시,성북구,보문동2가,  4 ,  - ,  - ,  - ,  - ,  - ,  - ,  4 ,  - 
서울특별시,성북구,보문동3가,  20 ,  - ,  5 ,  2 ,  1 ,  - ,  - ,  10 ,  2 
서울특별시,성북구,보문동4가,  2 ,  1 ,  - ,  - ,  - ,  - ,  - ,  1 ,  - 
서울특별시,성북구,보문동5가,  2 ,  - ,  1 ,  1 ,  - ,  - ,  - ,  - ,  - 
서울특별시,성북구,보문동6가,  3 ,  - ,  - ,  1 ,  1 ,  - ,  - ,  1 ,  - 
서울특별시,성북구,보문동7가,  4 ,  - ,  - ,  1 ,  - ,  1 ,  - ,  2 ,  - 
서울특별시,성북구,삼선동1가,  11 ,  1 ,  1 ,  1 ,  - ,  1 ,  1 ,  4 ,  2 
서울특별시,성북구,삼선동2가,  26 ,  3 ,  5 ,  2 ,  2 ,  5 ,  - ,  8 ,  1 
서울특별시,성북구,삼선동3가,  18 ,  6 ,  5 ,  5 ,  2 ,  - ,  - ,  - ,  - 
서울특별시,성북구,삼선동4가,  2 ,  - ,  - ,  - ,  - ,  - ,  1 ,  - ,  1 
서울특별시,성북구,삼선동5가,  5 ,  2 ,  2 ,  - ,  - ,  - ,  - ,  - ,  1 
서울특별시,성북구,상월곡동,  8 ,  - ,  1 ,  1 ,  1 ,  1 ,  2 ,  1 ,  1 
서울특별시,성북구,석관동,  48 ,  8 ,  7 ,  7 ,  7 ,  2 ,  1 ,  13 ,  3 
서울특별시,성북구,성북동,  114 ,  13 ,  11 ,  22 ,  5 ,  4 ,  21 ,  21 ,  17 
서울특별시,성북구,성북동1가,  12 ,  3 ,  - ,  1 ,  2 ,  - ,  - ,  6 ,  - 
서울특별시,성북구,안암동1가,  2 ,  - ,  2 ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,성북구,안암동2가,  10 ,  2 ,  3 ,  1 ,  1 ,  1 ,  - ,  2 ,  - 
서울특별시,성북구,안암동3가,  10 ,  - ,  1 ,  1 ,  - ,  - ,  - ,  4 ,  4 
서울특별시,성북구,안암동4가,  1 ,  - ,  - ,  - ,  - ,  1 ,  - ,  - ,  - 
서울특별시,성북구,안암동5가,  93 ,  17 ,  19 ,  16 ,  14 ,  6 ,  3 ,  13 ,  5 
