,,,,,,,,,,,단위 : 동
구분,구분,구분,합계,10년미만,10~15년미만,15~20년미만,20~25년미만,25~30년미만,30~35년미만,35년이상,기타
서울특별시,영등포구,문래동5가,  2 ,  - ,  - ,  1 ,  - ,  - ,  - ,  1 ,  - 
서울특별시,영등포구,문래동6가,  2 ,  - ,  - ,  - ,  - ,  - ,  - ,  1 ,  1 
서울특별시,영등포구,신길동,  16 ,  - ,  1 ,  1 ,  5 ,  - ,  - ,  9 ,  - 
서울특별시,영등포구,양평동,  4 ,  - ,  - ,  - ,  - ,  1 ,  - ,  - ,  3 
서울특별시,영등포구,양평동1가,  5 ,  - ,  1 ,  - ,  - ,  - ,  - ,  3 ,  1 
서울특별시,영등포구,양평동2가,  3 ,  - ,  1 ,  - ,  - ,  - ,  - ,  2 ,  - 
서울특별시,영등포구,양평동3가,  2 ,  - ,  - ,  - ,  - ,  1 ,  - ,  - ,  1 
서울특별시,영등포구,양평동4가,  7 ,  - ,  2 ,  - ,  - ,  1 ,  1 ,  3 ,  - 
서울특별시,영등포구,양평동5가,  8 ,  1 ,  1 ,  - ,  1 ,  1 ,  - ,  4 ,  - 
서울특별시,영등포구,양평동6가,  9 ,  - ,  - ,  - ,  - ,  - ,  - ,  9 ,  - 
서울특별시,영등포구,양화동,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,영등포구,여의도동,  1 ,  - ,  - ,  - ,  - ,  - ,  1 ,  - ,  - 
서울특별시,영등포구,영등포동,  7 ,  - ,  - ,  1 ,  - ,  2 ,  - ,  4 ,  - 
서울특별시,영등포구,영등포동1가,  6 ,  - ,  - ,  - ,  - ,  - ,  - ,  2 ,  4 
서울특별시,영등포구,영등포동2가,  7 ,  1 ,  - ,  1 ,  - ,  1 ,  1 ,  1 ,  2 
서울특별시,영등포구,영등포동3가,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,영등포구,영등포동4가,  3 ,  - ,  - ,  - ,  1 ,  - ,  - ,  2 ,  - 
서울특별시,영등포구,영등포동5가,  2 ,  - ,  - ,  - ,  - ,  - ,  - ,  2 ,  - 
서울특별시,영등포구,영등포동6가,  3 ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  3 
서울특별시,영등포구,영등포동7가,  6 ,  - ,  3 ,  - ,  - ,  - ,  - ,  3 ,  - 
