습도,날짜,자치구
52.29166667,20160125,용산구
66.04166667,20160126,용산구
61.70833333,20160127,용산구
46.91666667,20160128,용산구
54.25,20160129,용산구
54.70833333,20160130,용산구
38.625,20160131,용산구
70.45833333,20160101,성동구
78.95833333,20160102,성동구
76.08333333,20160103,성동구
47.91666667,20160104,성동구
45.04166667,20160105,성동구
59.79166667,20160106,성동구
51.54166667,20160107,성동구
53.83333333,20160108,성동구
59.91666667,20160109,성동구
43.54166667,20160110,성동구
41.5,20160111,성동구
49.83333333,20160112,성동구
59.16666667,20160113,성동구
60.0,20160114,성동구
54.04166667,20160115,성동구
70.41666667,20160116,성동구
69.125,20160117,성동구
48.5,20160118,성동구
46.16666667,20160119,성동구
46.79166667,20160120,성동구
46.29166667,20160121,성동구
40.5,20160122,성동구
44.5,20160123,성동구
49.125,20160124,성동구
52.125,20160125,성동구
67.54166667,20160126,성동구
60.79166667,20160127,성동구
47.5,20160128,성동구
54.0,20160129,성동구
56.20833333,20160130,성동구
37.83333333,20160131,성동구
69.25,20160101,광진구
75.70833333,20160102,광진구
75.04166667,20160103,광진구
47.125,20160104,광진구
43.25,20160105,광진구
58.625,20160106,광진구
51.5,20160107,광진구
53.29166667,20160108,광진구
58.5,20160109,광진구
45.875,20160110,광진구
42.58333333,20160111,광진구
49.41666667,20160112,광진구
59.33333333,20160113,광진구
61.5,20160114,광진구
53.0,20160115,광진구
70.75,20160116,광진구
68.5,20160117,광진구
49.58333333,20160118,광진구
45.875,20160119,광진구
46.41666667,20160120,광진구
43.5,20160121,광진구
40.29166667,20160122,광진구
44.54166667,20160123,광진구
49.79166667,20160124,광진구
52.375,20160125,광진구
68.95833333,20160126,광진구
60.83333333,20160127,광진구
46.75,20160128,광진구
54.625,20160129,광진구
55.20833333,20160130,광진구
38.70833333,20160131,광진구
70.45833333,20160101,동대문구
78.95833333,20160102,동대문구
76.08333333,20160103,동대문구
47.91666667,20160104,동대문구
45.04166667,20160105,동대문구
59.79166667,20160106,동대문구
51.54166667,20160107,동대문구
53.83333333,20160108,동대문구
59.91666667,20160109,동대문구
43.54166667,20160110,동대문구
41.5,20160111,동대문구
49.83333333,20160112,동대문구
59.16666667,20160113,동대문구
60.0,20160114,동대문구
54.04166667,20160115,동대문구
70.41666667,20160116,동대문구
69.125,20160117,동대문구
48.5,20160118,동대문구
46.16666667,20160119,동대문구
46.79166667,20160120,동대문구
46.29166667,20160121,동대문구
40.5,20160122,동대문구
44.5,20160123,동대문구
49.125,20160124,동대문구
52.125,20160125,동대문구
67.54166667,20160126,동대문구
60.79166667,20160127,동대문구
47.5,20160128,동대문구
54.0,20160129,동대문구
56.20833333,20160130,동대문구
37.83333333,20160131,동대문구
71.83333333,20160101,중랑구
79.16666667,20160102,중랑구
76.25,20160103,중랑구
49.20833333,20160104,중랑구
45.83333333,20160105,중랑구
60.0,20160106,중랑구
51.45833333,20160107,중랑구
54.625,20160108,중랑구
60.29166667,20160109,중랑구
44.5,20160110,중랑구
42.25,20160111,중랑구
50.45833333,20160112,중랑구
59.95833333,20160113,중랑구
59.33333333,20160114,중랑구
56.20833333,20160115,중랑구
72.375,20160116,중랑구
70.0,20160117,중랑구
48.79166667,20160118,중랑구
47.04166667,20160119,중랑구
47.625,20160120,중랑구
47.95833333,20160121,중랑구
41.29166667,20160122,중랑구
43.58333333,20160123,중랑구
50.29166667,20160124,중랑구
51.79166667,20160125,중랑구
68.375,20160126,중랑구
60.625,20160127,중랑구
49.16666667,20160128,중랑구
54.79166667,20160129,중랑구
57.04166667,20160130,중랑구
37.20833333,20160131,중랑구
68.25,20160101,성북구
78.41666667,20160102,성북구
76.29166667,20160103,성북구
45.04166667,20160104,성북구
44.04166667,20160105,성북구
59.0,20160106,성북구
50.70833333,20160107,성북구
52.41666667,20160108,성북구
58.95833333,20160109,성북구
44.0,20160110,성북구
42.29166667,20160111,성북구
50.16666667,20160112,성북구
57.20833333,20160113,성북구
60.0,20160114,성북구
50.45833333,20160115,성북구
68.25,20160116,성북구
68.83333333,20160117,성북구
50.75,20160118,성북구
46.16666667,20160119,성북구
46.625,20160120,성북구
44.08333333,20160121,성북구
39.625,20160122,성북구
44.29166667,20160123,성북구
49.41666667,20160124,성북구
53.08333333,20160125,성북구
66.41666667,20160126,성북구
58.66666667,20160127,성북구
44.125,20160128,성북구
52.83333333,20160129,성북구
54.91666667,20160130,성북구
37.79166667,20160131,성북구
70.95833333,20160101,강북구
80.5,20160102,강북구
76.16666667,20160103,강북구
50.04166667,20160104,강북구
46.25,20160105,강북구
61.625,20160106,강북구
52.70833333,20160107,강북구
55.58333333,20160108,강북구
61.08333333,20160109,강북구
44.70833333,20160110,강북구
42.75,20160111,강북구
51.08333333,20160112,강북구
60.08333333,20160113,강북구
60.08333333,20160114,강북구
56.25,20160115,강북구
72.16666667,20160116,강북구
70.875,20160117,강북구
49.41666667,20160118,강북구
47.625,20160119,강북구
48.08333333,20160120,강북구
48.91666667,20160121,강북구
42.29166667,20160122,강북구
45.08333333,20160123,강북구
50.25,20160124,강북구
52.45833333,20160125,강북구
67.29166667,20160126,강북구
60.125,20160127,강북구
49.91666667,20160128,강북구
54.125,20160129,강북구
58.25,20160130,강북구
37.91666667,20160131,강북구
70.95833333,20160101,도봉구
80.5,20160102,도봉구
76.16666667,20160103,도봉구
50.04166667,20160104,도봉구
46.25,20160105,도봉구
61.625,20160106,도봉구
52.70833333,20160107,도봉구
55.58333333,20160108,도봉구
61.08333333,20160109,도봉구
44.70833333,20160110,도봉구
42.75,20160111,도봉구
51.08333333,20160112,도봉구
60.08333333,20160113,도봉구
60.08333333,20160114,도봉구
56.25,20160115,도봉구
72.16666667,20160116,도봉구
70.875,20160117,도봉구
49.41666667,20160118,도봉구
47.625,20160119,도봉구
48.08333333,20160120,도봉구
48.91666667,20160121,도봉구
42.29166667,20160122,도봉구
45.08333333,20160123,도봉구
50.25,20160124,도봉구
52.45833333,20160125,도봉구
67.29166667,20160126,도봉구
60.125,20160127,도봉구
49.91666667,20160128,도봉구
54.125,20160129,도봉구
58.25,20160130,도봉구
37.91666667,20160131,도봉구
70.95833333,20160101,노원구
80.5,20160102,노원구
76.16666667,20160103,노원구
50.04166667,20160104,노원구
46.25,20160105,노원구
61.625,20160106,노원구
52.70833333,20160107,노원구
55.58333333,20160108,노원구
61.08333333,20160109,노원구
44.70833333,20160110,노원구
42.75,20160111,노원구
51.08333333,20160112,노원구
60.08333333,20160113,노원구
60.08333333,20160114,노원구
56.25,20160115,노원구
72.16666667,20160116,노원구
70.875,20160117,노원구
49.41666667,20160118,노원구
47.625,20160119,노원구
48.08333333,20160120,노원구
48.91666667,20160121,노원구
42.29166667,20160122,노원구
45.08333333,20160123,노원구
50.25,20160124,노원구
52.45833333,20160125,노원구
67.29166667,20160126,노원구
60.125,20160127,노원구
49.91666667,20160128,노원구
54.125,20160129,노원구
58.25,20160130,노원구
37.91666667,20160131,노원구
69.20833333,20160101,은평구
76.0,20160102,은평구
75.08333333,20160103,은평구
48.95833333,20160104,은평구
45.33333333,20160105,은평구
59.20833333,20160106,은평구
51.33333333,20160107,은평구
53.79166667,20160108,은평구
58.33333333,20160109,은평구
43.25,20160110,은평구
42.41666667,20160111,은평구
50.29166667,20160112,은평구
58.58333333,20160113,은평구
59.20833333,20160114,은평구
52.66666667,20160115,은평구
69.58333333,20160116,은평구
69.75,20160117,은평구
50.33333333,20160118,은평구
46.375,20160119,은평구
47.41666667,20160120,은평구
45.70833333,20160121,은평구
40.41666667,20160122,은평구
43.66666667,20160123,은평구
47.41666667,20160124,은평구
53.41666667,20160125,은평구
64.16666667,20160126,은평구
59.41666667,20160127,은평구
48.20833333,20160128,은평구
52.75,20160129,은평구
56.16666667,20160130,은평구
39.41666667,20160131,은평구
68.25,20160101,서대문구
78.41666667,20160102,서대문구
76.29166667,20160103,서대문구
45.04166667,20160104,서대문구
44.04166667,20160105,서대문구
59.0,20160106,서대문구
50.70833333,20160107,서대문구
52.41666667,20160108,서대문구
58.95833333,20160109,서대문구
44.0,20160110,서대문구
42.29166667,20160111,서대문구
50.16666667,20160112,서대문구
57.20833333,20160113,서대문구
60.0,20160114,서대문구
50.45833333,20160115,서대문구
68.25,20160116,서대문구
68.83333333,20160117,서대문구
50.75,20160118,서대문구
46.16666667,20160119,서대문구
46.625,20160120,서대문구
44.08333333,20160121,서대문구
39.625,20160122,서대문구
44.29166667,20160123,서대문구
49.41666667,20160124,서대문구
53.08333333,20160125,서대문구
66.41666667,20160126,서대문구
58.66666667,20160127,서대문구
44.125,20160128,서대문구
52.83333333,20160129,서대문구
54.91666667,20160130,서대문구
37.79166667,20160131,서대문구
69.0,20160101,마포구
76.41666667,20160102,마포구
75.29166667,20160103,마포구
48.29166667,20160104,마포구
45.08333333,20160105,마포구
57.58333333,20160106,마포구
50.45833333,20160107,마포구
52.70833333,20160108,마포구
57.375,20160109,마포구
43.58333333,20160110,마포구
42.20833333,20160111,마포구
49.66666667,20160112,마포구
58.66666667,20160113,마포구
58.83333333,20160114,마포구
52.5,20160115,마포구
68.375,20160116,마포구
67.83333333,20160117,마포구
50.875,20160118,마포구
46.125,20160119,마포구
47.08333333,20160120,마포구
44.95833333,20160121,마포구
39.875,20160122,마포구
42.70833333,20160123,마포구
46.54166667,20160124,마포구
52.79166667,20160125,마포구
64.875,20160126,마포구
60.75,20160127,마포구
47.58333333,20160128,마포구
53.54166667,20160129,마포구
55.04166667,20160130,마포구
39.5,20160131,마포구
67.75,20160101,양천구
75.5,20160102,양천구
74.0,20160103,양천구
50.45833333,20160104,양천구
45.5,20160105,양천구
57.125,20160106,양천구
50.25,20160107,양천구
53.0,20160108,양천구
55.375,20160109,양천구
45.29166667,20160110,양천구
44.20833333,20160111,양천구
51.125,20160112,양천구
59.04166667,20160113,양천구
58.375,20160114,양천구
53.45833333,20160115,양천구
67.66666667,20160116,양천구
66.58333333,20160117,양천구
53.66666667,20160118,양천구
47.79166667,20160119,양천구
49.5,20160120,양천구
46.04166667,20160121,양천구
40.95833333,20160122,양천구
40.75,20160123,양천구
45.33333333,20160124,양천구
52.29166667,20160125,양천구
64.5,20160126,양천구
60.79166667,20160127,양천구
50.375,20160128,양천구
53.25,20160129,양천구
55.375,20160130,양천구
41.04166667,20160131,양천구
67.75,20160101,강서구
75.5,20160102,강서구
74.0,20160103,강서구
50.45833333,20160104,강서구
45.5,20160105,강서구
57.125,20160106,강서구
50.25,20160107,강서구
53.0,20160108,강서구
55.375,20160109,강서구
45.29166667,20160110,강서구
44.20833333,20160111,강서구
51.125,20160112,강서구
59.04166667,20160113,강서구
58.375,20160114,강서구
53.45833333,20160115,강서구
67.66666667,20160116,강서구
66.58333333,20160117,강서구
53.66666667,20160118,강서구
47.79166667,20160119,강서구
49.5,20160120,강서구
46.04166667,20160121,강서구
40.95833333,20160122,강서구
40.75,20160123,강서구
45.33333333,20160124,강서구
52.29166667,20160125,강서구
64.5,20160126,강서구
60.79166667,20160127,강서구
50.375,20160128,강서구
53.25,20160129,강서구
55.375,20160130,강서구
41.04166667,20160131,강서구
68.125,20160101,구로구
76.625,20160102,구로구
74.58333333,20160103,구로구
50.58333333,20160104,구로구
46.29166667,20160105,구로구
55.95833333,20160106,구로구
49.70833333,20160107,구로구
51.95833333,20160108,구로구
55.58333333,20160109,구로구
46.79166667,20160110,구로구
44.41666667,20160111,구로구
51.16666667,20160112,구로구
59.91666667,20160113,구로구
58.125,20160114,구로구
54.91666667,20160115,구로구
67.58333333,20160116,구로구
65.20833333,20160117,구로구
54.0,20160118,구로구
48.45833333,20160119,구로구
49.91666667,20160120,구로구
46.70833333,20160121,구로구
40.95833333,20160122,구로구
39.375,20160123,구로구
44.45833333,20160124,구로구
52.29166667,20160125,구로구
64.33333333,20160126,구로구
63.375,20160127,구로구
51.58333333,20160128,구로구
54.58333333,20160129,구로구
54.58333333,20160130,구로구
41.375,20160131,구로구
68.125,20160101,금천구
76.625,20160102,금천구
74.58333333,20160103,금천구
50.58333333,20160104,금천구
46.29166667,20160105,금천구
55.95833333,20160106,금천구
49.70833333,20160107,금천구
51.95833333,20160108,금천구
55.58333333,20160109,금천구
46.79166667,20160110,금천구
44.41666667,20160111,금천구
51.16666667,20160112,금천구
59.91666667,20160113,금천구
58.125,20160114,금천구
54.91666667,20160115,금천구
67.58333333,20160116,금천구
65.20833333,20160117,금천구
54.0,20160118,금천구
48.45833333,20160119,금천구
49.91666667,20160120,금천구
46.70833333,20160121,금천구
40.95833333,20160122,금천구
39.375,20160123,금천구
44.45833333,20160124,금천구
52.29166667,20160125,금천구
64.33333333,20160126,금천구
63.375,20160127,금천구
51.58333333,20160128,금천구
54.58333333,20160129,금천구
54.58333333,20160130,금천구
41.375,20160131,금천구
69.0,20160101,영등포구
76.41666667,20160102,영등포구
75.29166667,20160103,영등포구
48.29166667,20160104,영등포구
45.08333333,20160105,영등포구
57.58333333,20160106,영등포구
50.45833333,20160107,영등포구
52.70833333,20160108,영등포구
57.375,20160109,영등포구
43.58333333,20160110,영등포구
42.20833333,20160111,영등포구
49.66666667,20160112,영등포구
58.66666667,20160113,영등포구
58.83333333,20160114,영등포구
52.5,20160115,영등포구
68.375,20160116,영등포구
67.83333333,20160117,영등포구
50.875,20160118,영등포구
46.125,20160119,영등포구
47.08333333,20160120,영등포구
44.95833333,20160121,영등포구
39.875,20160122,영등포구
42.70833333,20160123,영등포구
46.54166667,20160124,영등포구
52.79166667,20160125,영등포구
64.875,20160126,영등포구
60.75,20160127,영등포구
47.58333333,20160128,영등포구
53.54166667,20160129,영등포구
55.04166667,20160130,영등포구
39.5,20160131,영등포구
69.375,20160101,동작구
76.79166667,20160102,동작구
75.79166667,20160103,동작구
49.0,20160104,동작구
46.20833333,20160105,동작구
56.16666667,20160106,동작구
49.70833333,20160107,동작구
52.08333333,20160108,동작구
56.91666667,20160109,동작구
44.375,20160110,동작구
41.625,20160111,동작구
49.16666667,20160112,동작구
59.29166667,20160113,동작구
57.79166667,20160114,동작구
54.16666667,20160115,동작구
67.70833333,20160116,동작구
66.5,20160117,동작구
50.66666667,20160118,동작구
46.625,20160119,동작구
46.58333333,20160120,동작구
45.875,20160121,동작구
39.375,20160122,동작구
41.0,20160123,동작구
45.5,20160124,동작구
52.54166667,20160125,동작구
65.29166667,20160126,동작구
62.83333333,20160127,동작구
48.83333333,20160128,동작구
55.16666667,20160129,동작구
54.20833333,20160130,동작구
39.875,20160131,동작구
69.375,20160101,관악구
76.79166667,20160102,관악구
75.79166667,20160103,관악구
49.0,20160104,관악구
46.20833333,20160105,관악구
56.16666667,20160106,관악구
49.70833333,20160107,관악구
52.08333333,20160108,관악구
56.91666667,20160109,관악구
44.375,20160110,관악구
41.625,20160111,관악구
49.16666667,20160112,관악구
59.29166667,20160113,관악구
57.79166667,20160114,관악구
54.16666667,20160115,관악구
67.70833333,20160116,관악구
66.5,20160117,관악구
50.66666667,20160118,관악구
46.625,20160119,관악구
46.58333333,20160120,관악구
45.875,20160121,관악구
39.375,20160122,관악구
41.0,20160123,관악구
45.5,20160124,관악구
52.54166667,20160125,관악구
65.29166667,20160126,관악구
62.83333333,20160127,관악구
48.83333333,20160128,관악구
55.16666667,20160129,관악구
54.20833333,20160130,관악구
39.875,20160131,관악구
71.58333333,20160101,서초구
78.29166667,20160102,서초구
77.41666667,20160103,서초구
48.45833333,20160104,서초구
46.45833333,20160105,서초구
55.91666667,20160106,서초구
49.25,20160107,서초구
52.66666667,20160108,서초구
58.70833333,20160109,서초구
39.58333333,20160110,서초구
37.20833333,20160111,서초구
47.58333333,20160112,서초구
59.75,20160113,서초구
57.20833333,20160114,서초구
55.20833333,20160115,서초구
66.83333333,20160116,서초구
65.625,20160117,서초구
45.375,20160118,서초구
44.04166667,20160119,서초구
44.91666667,20160120,서초구
46.29166667,20160121,서초구
38.08333333,20160122,서초구
40.91666667,20160123,서초구
44.875,20160124,서초구
51.5,20160125,서초구
67.41666667,20160126,서초구
64.04166667,20160127,서초구
48.04166667,20160128,서초구
56.70833333,20160129,서초구
54.04166667,20160130,서초구
38.66666667,20160131,서초구
69.25,20160101,강남구
75.70833333,20160102,강남구
75.04166667,20160103,강남구
47.125,20160104,강남구
43.25,20160105,강남구
58.625,20160106,강남구
51.5,20160107,강남구
53.29166667,20160108,강남구
58.5,20160109,강남구
45.875,20160110,강남구
42.58333333,20160111,강남구
49.41666667,20160112,강남구
59.33333333,20160113,강남구
61.5,20160114,강남구
53.0,20160115,강남구
70.75,20160116,강남구
68.5,20160117,강남구
49.58333333,20160118,강남구
45.875,20160119,강남구
46.41666667,20160120,강남구
43.5,20160121,강남구
40.29166667,20160122,강남구
44.54166667,20160123,강남구
49.79166667,20160124,강남구
52.375,20160125,강남구
68.95833333,20160126,강남구
60.83333333,20160127,강남구
46.75,20160128,강남구
54.625,20160129,강남구
55.20833333,20160130,강남구
38.70833333,20160131,강남구
71.125,20160101,송파구
77.625,20160102,송파구
76.41666667,20160103,송파구
48.16666667,20160104,송파구
45.83333333,20160105,송파구
57.83333333,20160106,송파구
50.58333333,20160107,송파구
53.33333333,20160108,송파구
58.875,20160109,송파구
42.625,20160110,송파구
39.83333333,20160111,송파구
48.83333333,20160112,송파구
59.75,20160113,송파구
58.66666667,20160114,송파구
55.45833333,20160115,송파구
69.91666667,20160116,송파구
67.79166667,20160117,송파구
47.45833333,20160118,송파구
45.66666667,20160119,송파구
46.45833333,20160120,송파구
46.58333333,20160121,송파구
39.54166667,20160122,송파구
42.25,20160123,송파구
48.25,20160124,송파구
51.58333333,20160125,송파구
68.83333333,20160126,송파구
61.875,20160127,송파구
48.08333333,20160128,송파구
56.16666667,20160129,송파구
55.41666667,20160130,송파구
37.58333333,20160131,송파구
74.29166667,20160101,강동구
81.54166667,20160102,강동구
77.54166667,20160103,강동구
51.16666667,20160104,강동구
47.375,20160105,강동구
60.41666667,20160106,강동구
51.25,20160107,강동구
55.08333333,20160108,강동구
60.83333333,20160109,강동구
43.08333333,20160110,강동구
40.875,20160111,강동구
50.54166667,20160112,강동구
60.25,20160113,강동구
58.83333333,20160114,강동구
58.95833333,20160115,강동구
71.75,20160116,강동구
69.5,20160117,강동구
47.29166667,20160118,강동구
47.54166667,20160119,강동구
48.29166667,20160120,강동구
50.25,20160121,강동구
41.95833333,20160122,강동구
42.25,20160123,강동구
48.75,20160124,강동구
52.0,20160125,강동구
68.29166667,20160126,강동구
60.79166667,20160127,강동구
51.08333333,20160128,강동구
55.20833333,20160129,강동구
57.75,20160130,강동구
37.08333333,20160131,강동구
39.29166667,20160201,종로구
41.79166667,20160202,종로구
53.95833333,20160203,종로구
46.70833333,20160204,종로구
42.75,20160205,종로구
42.08333333,20160206,종로구
51.25,20160207,종로구
63.95833333,20160208,종로구
49.58333333,20160209,종로구
39.45833333,20160210,종로구
50.08333333,20160211,종로구
96.375,20160212,종로구
92.45833333,20160213,종로구
60.5,20160214,종로구
53.75,20160215,종로구
68.5,20160216,종로구
60.125,20160217,종로구
68.83333333,20160218,종로구
51.41666667,20160219,종로구
37.58333333,20160220,종로구
34.04166667,20160221,종로구
56.08333333,20160222,종로구
48.70833333,20160223,종로구
45.58333333,20160224,종로구
59.75,20160225,종로구
53.54166667,20160226,종로구
53.375,20160227,종로구
65.75,20160228,종로구
44.66666667,20160229,종로구
39.29166667,20160201,중구
41.79166667,20160202,중구
53.95833333,20160203,중구
46.70833333,20160204,중구
42.75,20160205,중구
42.08333333,20160206,중구
51.25,20160207,중구
63.95833333,20160208,중구
49.58333333,20160209,중구
39.45833333,20160210,중구
50.08333333,20160211,중구
96.375,20160212,중구
92.45833333,20160213,중구
60.5,20160214,중구
53.75,20160215,중구
68.5,20160216,중구
60.125,20160217,중구
68.83333333,20160218,중구
51.41666667,20160219,중구
37.58333333,20160220,중구
34.04166667,20160221,중구
56.08333333,20160222,중구
48.70833333,20160223,중구
45.58333333,20160224,중구
59.75,20160225,중구
53.54166667,20160226,중구
53.375,20160227,중구
65.75,20160228,중구
44.66666667,20160229,중구
39.95833333,20160201,용산구
42.5,20160202,용산구
56.70833333,20160203,용산구
47.70833333,20160204,용산구
44.41666667,20160205,용산구
42.91666667,20160206,용산구
51.33333333,20160207,용산구
63.79166667,20160208,용산구
51.29166667,20160209,용산구
41.54166667,20160210,용산구
51.25,20160211,용산구
94.54166667,20160212,용산구
91.91666667,20160213,용산구
59.20833333,20160214,용산구
52.875,20160215,용산구
66.83333333,20160216,용산구
58.29166667,20160217,용산구
69.58333333,20160218,용산구
54.33333333,20160219,용산구
41.79166667,20160220,용산구
36.79166667,20160221,용산구
56.33333333,20160222,용산구
47.375,20160223,용산구
46.08333333,20160224,용산구
56.66666667,20160225,용산구
54.29166667,20160226,용산구
57.16666667,20160227,용산구
66.70833333,20160228,용산구
45.41666667,20160229,용산구
40.16666667,20160201,성동구
43.25,20160202,성동구
55.95833333,20160203,성동구
46.625,20160204,성동구
44.33333333,20160205,성동구
42.70833333,20160206,성동구
52.04166667,20160207,성동구
64.25,20160208,성동구
51.91666667,20160209,성동구
42.04166667,20160210,성동구
51.83333333,20160211,성동구
96.0,20160212,성동구
92.625,20160213,성동구
59.70833333,20160214,성동구
53.0,20160215,성동구
69.5,20160216,성동구
60.45833333,20160217,성동구
68.70833333,20160218,성동구
53.875,20160219,성동구
39.91666667,20160220,성동구
36.54166667,20160221,성동구
56.625,20160222,성동구
47.70833333,20160223,성동구
45.91666667,20160224,성동구
57.79166667,20160225,성동구
53.54166667,20160226,성동구
56.29166667,20160227,성동구
65.58333333,20160228,성동구
45.58333333,20160229,성동구
39.0,20160201,광진구
41.29166667,20160202,광진구
54.45833333,20160203,광진구
44.29166667,20160204,광진구
41.79166667,20160205,광진구
41.70833333,20160206,광진구
51.95833333,20160207,광진구
64.79166667,20160208,광진구
52.04166667,20160209,광진구
40.5,20160210,광진구
50.54166667,20160211,광진구
96.20833333,20160212,광진구
92.75,20160213,광진구
60.375,20160214,광진구
53.16666667,20160215,광진구
66.5,20160216,광진구
59.58333333,20160217,광진구
68.25,20160218,광진구
53.875,20160219,광진구
38.66666667,20160220,광진구
34.08333333,20160221,광진구
56.0,20160222,광진구
47.95833333,20160223,광진구
45.875,20160224,광진구
58.875,20160225,광진구
52.58333333,20160226,광진구
54.41666667,20160227,광진구
63.20833333,20160228,광진구
44.16666667,20160229,광진구
40.16666667,20160201,동대문구
43.25,20160202,동대문구
55.95833333,20160203,동대문구
46.625,20160204,동대문구
44.33333333,20160205,동대문구
42.70833333,20160206,동대문구
52.04166667,20160207,동대문구
64.25,20160208,동대문구
51.91666667,20160209,동대문구
42.04166667,20160210,동대문구
51.83333333,20160211,동대문구
96.0,20160212,동대문구
92.625,20160213,동대문구
59.70833333,20160214,동대문구
53.0,20160215,동대문구
69.5,20160216,동대문구
60.45833333,20160217,동대문구
68.70833333,20160218,동대문구
53.875,20160219,동대문구
39.91666667,20160220,동대문구
36.54166667,20160221,동대문구
56.625,20160222,동대문구
47.70833333,20160223,동대문구
45.91666667,20160224,동대문구
57.79166667,20160225,동대문구
53.54166667,20160226,동대문구
56.29166667,20160227,동대문구
65.58333333,20160228,동대문구
45.58333333,20160229,동대문구
39.83333333,20160201,중랑구
45.04166667,20160202,중랑구
56.08333333,20160203,중랑구
44.79166667,20160204,중랑구
44.58333333,20160205,중랑구
43.58333333,20160206,중랑구
52.75,20160207,중랑구
64.45833333,20160208,중랑구
54.75,20160209,중랑구
44.0,20160210,중랑구
53.375,20160211,중랑구
95.875,20160212,중랑구
92.54166667,20160213,중랑구
58.375,20160214,중랑구
52.75,20160215,중랑구
70.41666667,20160216,중랑구
62.125,20160217,중랑구
69.20833333,20160218,중랑구
56.125,20160219,중랑구
40.70833333,20160220,중랑구
38.41666667,20160221,중랑구
57.04166667,20160222,중랑구
47.75,20160223,중랑구
45.45833333,20160224,중랑구
58.625,20160225,중랑구
53.70833333,20160226,중랑구
57.58333333,20160227,중랑구
64.58333333,20160228,중랑구
46.66666667,20160229,중랑구
39.29166667,20160201,성북구
41.79166667,20160202,성북구
53.95833333,20160203,성북구
46.70833333,20160204,성북구
42.75,20160205,성북구
42.08333333,20160206,성북구
51.25,20160207,성북구
63.95833333,20160208,성북구
49.58333333,20160209,성북구
39.45833333,20160210,성북구
50.08333333,20160211,성북구
96.375,20160212,성북구
92.45833333,20160213,성북구
60.5,20160214,성북구
53.75,20160215,성북구
68.5,20160216,성북구
60.125,20160217,성북구
68.83333333,20160218,성북구
51.41666667,20160219,성북구
37.58333333,20160220,성북구
34.04166667,20160221,성북구
56.08333333,20160222,성북구
48.70833333,20160223,성북구
45.58333333,20160224,성북구
59.75,20160225,성북구
53.54166667,20160226,성북구
53.375,20160227,성북구
65.75,20160228,성북구
44.66666667,20160229,성북구
40.41666667,20160201,강북구
46.0,20160202,강북구
57.0,20160203,강북구
46.91666667,20160204,강북구
45.75,20160205,강북구
43.125,20160206,강북구
53.08333333,20160207,강북구
65.25,20160208,강북구
53.08333333,20160209,강북구
44.125,20160210,강북구
53.79166667,20160211,강북구
95.75,20160212,강북구
92.70833333,20160213,강북구
58.91666667,20160214,강북구
52.875,20160215,강북구
72.08333333,20160216,강북구
62.83333333,20160217,강북구
70.08333333,20160218,강북구
54.66666667,20160219,강북구
40.875,20160220,강북구
39.45833333,20160221,강북구
57.25,20160222,강북구
48.25,20160223,강북구
46.66666667,20160224,강북구
59.41666667,20160225,강북구
54.04166667,20160226,강북구
57.375,20160227,강북구
66.25,20160228,강북구
47.33333333,20160229,강북구
