,,,,,,,,,,,단위 : 동
구분,구분,구분,합계,10년미만,10~15년미만,15~20년미만,20~25년미만,25~30년미만,30~35년미만,35년이상,기타
서울특별시,구로구,개봉동,"  3,934 ",  394 ,  168 ,  485 ,  528 ,  936 ,  392 ,  879 ,  152 
서울특별시,구로구,고척동,"  2,474 ",  140 ,  89 ,  122 ,  322 ,  636 ,  332 ,  661 ,  172 
서울특별시,구로구,구로동,"  6,379 ",  187 ,  798 ,  362 ,"  1,365 ","  1,257 ",  717 ,"  1,027 ",  666 
서울특별시,구로구,궁동,  655 ,  101 ,  67 ,  45 ,  174 ,  117 ,  50 ,  74 ,  27 
서울특별시,구로구,신도림동,  541 ,  14 ,  38 ,  62 ,  104 ,  11 ,  53 ,  221 ,  38 
서울특별시,구로구,오류동,"  1,977 ",  138 ,  158 ,  146 ,  239 ,  371 ,  253 ,  487 ,  185 
서울특별시,구로구,온수동,  262 ,  71 ,  12 ,  29 ,  37 ,  28 ,  33 ,  17 ,  35 
서울특별시,구로구,천왕동,  139 ,  103 ,  - ,  1 ,  - ,  - ,  17 ,  8 ,  10 
서울특별시,구로구,항동,  173 ,  15 ,  20 ,  9 ,  10 ,  7 ,  34 ,  27 ,  51 
서울특별시,금천구,가산동,  771 ,  74 ,  58 ,  66 ,  63 ,  154 ,  38 ,  287 ,  31 
서울특별시,금천구,독산동,"  5,531 ",  545 ,  252 ,  318 ,  760 ,"  1,415 ",  907 ,"  1,258 ",  76 
서울특별시,금천구,시흥동,"  5,695 ",  439 ,  193 ,  365 ,  710 ,"  1,591 ","  1,140 ","  1,146 ",  111 
서울특별시,노원구,공릉동,"  2,177 ",  449 ,  236 ,  282 ,  317 ,  266 ,  173 ,  448 ,  6 
서울특별시,노원구,상계동,"  4,319 ",  253 ,  181 ,  354 ,"  1,190 ","  1,171 ",  437 ,  714 ,  19 
서울특별시,노원구,월계동,"  1,549 ",  134 ,  106 ,  121 ,  220 ,  243 ,  159 ,  548 ,  18 
서울특별시,노원구,중계동,"  1,318 ",  56 ,  58 ,  84 ,  165 ,  813 ,  36 ,  48 ,  58 
서울특별시,노원구,하계동,  365 ,  37 ,  21 ,  59 ,  96 ,  99 ,  29 ,  20 ,  4 
서울특별시,도봉구,도봉동,"  2,241 ",  187 ,  93 ,  169 ,  457 ,  424 ,  362 ,  514 ,  35 
서울특별시,도봉구,방학동,"  3,120 ",  310 ,  124 ,  269 ,  788 ,  825 ,  401 ,  391 ,  12 
서울특별시,도봉구,쌍문동,"  3,713 ",  387 ,  174 ,  277 ,  748 ,  695 ,  287 ,"  1,135 ",  10 
서울특별시,도봉구,창동,"  3,564 ",  411 ,  184 ,  271 ,"  1,016 ",  833 ,  176 ,  656 ,  17 
서울특별시,동대문구,답십리동,"  2,250 ",  117 ,  58 ,  113 ,  404 ,  467 ,  181 ,  887 ,  23 
서울특별시,동대문구,신설동,  274 ,  12 ,  5 ,  12 ,  32 ,  9 ,  16 ,  139 ,  49 
서울특별시,동대문구,용두동,"  2,443 ",  175 ,  68 ,  87 ,  269 ,  190 ,  281 ,"  1,208 ",  165 
서울특별시,동대문구,이문동,"  4,809 ",  79 ,  84 ,  174 ,"  1,222 ",  878 ,  271 ,"  2,052 ",  49 
서울특별시,동대문구,장안동,"  2,436 ",  365 ,  194 ,  53 ,  350 ,  315 ,  435 ,  724 ,  - 
서울특별시,동대문구,전농동,"  3,028 ",  152 ,  59 ,  138 ,  544 ,  515 ,  326 ,"  1,188 ",  106 
서울특별시,동대문구,제기동,"  3,053 ",  167 ,  127 ,  126 ,  326 ,  246 ,  566 ,"  1,303 ",  192 
서울특별시,동대문구,청량리동,"  1,724 ",  45 ,  19 ,  47 ,  200 ,  201 ,  202 ,  663 ,  347 
서울특별시,동대문구,회기동,  849 ,  49 ,  39 ,  49 ,  169 ,  203 ,  44 ,  268 ,  28 
서울특별시,동대문구,휘경동,"  2,372 ",  198 ,  86 ,  114 ,  596 ,  543 ,  165 ,  644 ,  26 
서울특별시,동작구,노량진동,"  2,857 ",  52 ,  60 ,  77 ,  330 ,  761 ,  414 ,  719 ,  444 
서울특별시,동작구,대방동,"  1,587 ",  188 ,  101 ,  137 ,  302 ,  207 ,  150 ,  390 ,  112 
서울특별시,동작구,동작동,  202 ,  24 ,  16 ,  6 ,  19 ,  46 ,  23 ,  44 ,  24 
서울특별시,동작구,본동,  705 ,  31 ,  52 ,  13 ,  29 ,  128 ,  50 ,  72 ,  330 
서울특별시,동작구,사당동,"  5,603 ",  616 ,  316 ,  387 ,"  1,018 ","  1,448 ",  445 ,"  1,307 ",  66 
서울특별시,동작구,상도1동,  646 ,  117 ,  34 ,  60 ,  74 ,  115 ,  66 ,  148 ,  32 
서울특별시,동작구,상도동,"  6,578 ",  896 ,  398 ,  470 ,  898 ,"  1,207 ",  698 ,"  1,485 ",  526 
서울특별시,동작구,신대방동,"  1,928 ",  243 ,  117 ,  111 ,  328 ,  532 ,  133 ,  394 ,  70 
서울특별시,동작구,흑석동,"  2,544 ",  70 ,  58 ,  79 ,  357 ,  441 ,  363 ,  637 ,  539 
서울특별시,마포구,공덕동,"  1,636 ",  46 ,  99 ,  116 ,  429 ,  110 ,  48 ,  367 ,  421 
서울특별시,마포구,구수동,  72 ,  17 ,  2 ,  3 ,  9 ,  11 ,  - ,  28 ,  2 
서울특별시,마포구,노고산동,  621 ,  15 ,  15 ,  22 ,  88 ,  161 ,  79 ,  175 ,  66 
서울특별시,마포구,당인동,  126 ,  10 ,  3 ,  5 ,  30 ,  38 ,  15 ,  23 ,  2 
서울특별시,마포구,대흥동,"  1,052 ",  37 ,  28 ,  52 ,  218 ,  157 ,  93 ,  364 ,  103 
서울특별시,마포구,도화동,  650 ,  23 ,  16 ,  71 ,  115 ,  118 ,  21 ,  148 ,  138 
서울특별시,마포구,동교동,  435 ,  15 ,  13 ,  44 ,  87 ,  104 ,  31 ,  124 ,  17 
서울특별시,마포구,마포동,  120 ,  14 ,  7 ,  18 ,  13 ,  6 ,  - ,  49 ,  13 
서울특별시,마포구,망원동,"  2,371 ",  329 ,  153 ,  185 ,  475 ,  610 ,  139 ,  472 ,  8 
서울특별시,마포구,상수동,  432 ,  82 ,  32 ,  42 ,  78 ,  74 ,  15 ,  101 ,  8 
서울특별시,마포구,상암동,  621 ,  163 ,  137 ,  46 ,  100 ,  - ,  32 ,  87 ,  56 
서울특별시,마포구,서교동,"  1,450 ",  164 ,  94 ,  196 ,  326 ,  218 ,  54 ,  364 ,  34 
서울특별시,마포구,성산동,"  2,016 ",  255 ,  142 ,  173 ,  363 ,  433 ,  151 ,  474 ,  25 
서울특별시,마포구,신공덕동,  432 ,  27 ,  16 ,  29 ,  85 ,  61 ,  34 ,  92 ,  88 
서울특별시,마포구,신수동,  991 ,  89 ,  60 ,  53 ,  187 ,  141 ,  46 ,  340 ,  75 
서울특별시,마포구,신정동,  11 ,  - ,  - ,  7 ,  - ,  - ,  - ,  4 ,  - 
서울특별시,마포구,아현동,"  1,427 ",  70 ,  29 ,  24 ,  58 ,  132 ,  171 ,  559 ,  384 
서울특별시,마포구,연남동,"  1,724 ",  223 ,  99 ,  132 ,  259 ,  331 ,  75 ,  575 ,  30 
서울특별시,마포구,염리동,"  1,364 ",  12 ,  34 ,  45 ,  244 ,  182 ,  140 ,  564 ,  143 
서울특별시,마포구,용강동,  215 ,  57 ,  22 ,  10 ,  27 ,  10 ,  11 ,  40 ,  38 
서울특별시,마포구,중동,  269 ,  15 ,  19 ,  28 ,  46 ,  74 ,  27 ,  52 ,  8 
서울특별시,마포구,창전동,  451 ,  25 ,  55 ,  58 ,  107 ,  50 ,  11 ,  115 ,  30 
서울특별시,마포구,토정동,  23 ,  - ,  1 ,  1 ,  6 ,  - ,  - ,  13 ,  2 
서울특별시,마포구,하중동,  12 ,  8 ,  - ,  - ,  - ,  1 ,  1 ,  2 ,  - 
서울특별시,마포구,합정동,"  1,301 ",  163 ,  86 ,  107 ,  223 ,  352 ,  108 ,  241 ,  21 
서울특별시,마포구,현석동,  78 ,  16 ,  12 ,  4 ,  19 ,  7 ,  1 ,  16 ,  3 
서울특별시,서대문구,남가좌동,"  1,928 ",  157 ,  62 ,  100 ,  300 ,  484 ,  129 ,  671 ,  25 
서울특별시,서대문구,냉천동,  107 ,  17 ,  3 ,  5 ,  8 ,  9 ,  5 ,  25 ,  35 
서울특별시,서대문구,대신동,  160 ,  9 ,  20 ,  22 ,  28 ,  24 ,  7 ,  45 ,  5 
서울특별시,서대문구,대현동,  237 ,  10 ,  1 ,  15 ,  22 ,  30 ,  15 ,  107 ,  37 
서울특별시,서대문구,미근동,  84 ,  - ,  - ,  1 ,  3 ,  6 ,  1 ,  49 ,  24 
서울특별시,서대문구,봉원동,  106 ,  7 ,  2 ,  1 ,  3 ,  1 ,  54 ,  32 ,  6 
서울특별시,서대문구,북가좌동,"  2,656 ",  330 ,  204 ,  253 ,  364 ,  400 ,  190 ,  878 ,  37 
서울특별시,서대문구,북아현동,"  2,081 ",  64 ,  77 ,  110 ,  374 ,  421 ,  267 ,  635 ,  133 
서울특별시,서대문구,신촌동,  102 ,  3 ,  4 ,  3 ,  19 ,  2 ,  18 ,  51 ,  2 
서울특별시,서대문구,연희동,"  3,404 ",  217 ,  179 ,  242 ,  493 ,  471 ,  337 ,"  1,423 ",  42 
서울특별시,서대문구,영천동,  170 ,  1 ,  2 ,  3 ,  25 ,  4 ,  2 ,  52 ,  81 
서울특별시,서대문구,옥천동,  182 ,  4 ,  4 ,  7 ,  49 ,  50 ,  - ,  50 ,  18 
서울특별시,서대문구,창천동,  898 ,  81 ,  68 ,  72 ,  133 ,  205 ,  97 ,  221 ,  21 
서울특별시,서대문구,천연동,  261 ,  11 ,  23 ,  15 ,  79 ,  52 ,  8 ,  48 ,  25 
서울특별시,서대문구,충정로2가,  108 ,  5 ,  4 ,  7 ,  10 ,  9 ,  1 ,  45 ,  27 
서울특별시,서대문구,충정로3가,  498 ,  6 ,  16 ,  16 ,  32 ,  36 ,  87 ,  242 ,  63 
서울특별시,서대문구,합동,  34 ,  3 ,  2 ,  2 ,  - ,  - ,  - ,  21 ,  6 
서울특별시,서대문구,현저동,  109 ,  - ,  - ,  18 ,  1 ,  - ,  10 ,  40 ,  40 
