자치구,화재건수,인명피해,재산피해,날짜
금천구,0,0,0,20160107
노원구,2,0,189,20160107
도봉구,0,0,0,20160107
동대문구,1,0,272,20160107
동작구,0,0,0,20160107
마포구,0,0,0,20160107
서대문구,0,0,0,20160107
서초구,0,0,0,20160107
성동구,0,0,0,20160107
성북구,0,0,0,20160107
송파구,0,0,0,20160107
양천구,0,0,0,20160107
영등포구,2,0,13498,20160107
용산구,0,0,0,20160107
은평구,0,0,0,20160107
종로구,1,0,20,20160107
중구,1,0,100,20160107
중랑구,1,0,30,20160107
강남구,3,0,771,20160108
강동구,1,0,34,20160108
강북구,0,0,0,20160108
강서구,1,0,215,20160108
관악구,1,3,12804,20160108
광진구,1,0,60,20160108
구로구,0,0,0,20160108
금천구,1,0,7219,20160108
노원구,1,0,800,20160108
도봉구,1,0,53,20160108
동대문구,0,0,0,20160108
동작구,0,0,0,20160108
마포구,0,0,0,20160108
서대문구,0,0,0,20160108
서초구,0,0,0,20160108
성동구,0,0,0,20160108
성북구,1,0,55,20160108
송파구,1,0,858,20160108
양천구,2,0,299,20160108
영등포구,0,0,0,20160108
용산구,2,0,622,20160108
은평구,1,0,290,20160108
종로구,1,0,50,20160108
중구,1,0,127,20160108
중랑구,1,0,413,20160108
강남구,3,1,4937,20160109
강동구,0,0,0,20160109
강북구,0,0,0,20160109
강서구,1,0,19,20160109
관악구,3,0,952,20160109
광진구,0,0,0,20160109
구로구,1,0,669,20160109
금천구,0,0,0,20160109
노원구,0,0,0,20160109
도봉구,1,0,53,20160109
동대문구,2,0,19005,20160109
동작구,0,0,0,20160109
마포구,1,0,36,20160109
서대문구,0,0,0,20160109
서초구,2,0,128,20160109
성동구,2,0,326,20160109
성북구,0,0,0,20160109
송파구,2,0,7430,20160109
양천구,0,0,0,20160109
영등포구,1,0,200,20160109
용산구,0,0,0,20160109
은평구,0,0,0,20160109
종로구,1,0,100,20160109
중구,1,0,1,20160109
중랑구,1,0,1033,20160109
강남구,3,0,991,20160110
강동구,1,1,3034,20160110
강북구,3,0,202,20160110
강서구,0,0,0,20160110
관악구,0,0,0,20160110
광진구,0,0,0,20160110
구로구,0,0,0,20160110
금천구,1,0,50,20160110
노원구,0,0,0,20160110
도봉구,0,0,0,20160110
동대문구,0,0,0,20160110
동작구,0,0,0,20160110
마포구,0,0,0,20160110
서대문구,0,0,0,20160110
서초구,2,1,2270,20160110
성동구,3,0,4436,20160110
성북구,0,0,0,20160110
송파구,3,0,319,20160110
양천구,1,0,30,20160110
영등포구,3,0,4922,20160110
용산구,1,0,0,20160110
은평구,0,0,0,20160110
종로구,0,0,0,20160110
중구,1,0,75,20160110
중랑구,0,0,0,20160110
강남구,1,0,41,20160111
강동구,1,0,330,20160111
강북구,2,1,2450,20160111
강서구,1,0,55,20160111
관악구,0,0,0,20160111
광진구,0,0,0,20160111
구로구,0,0,0,20160111
금천구,0,0,0,20160111
노원구,0,0,0,20160111
도봉구,0,0,0,20160111
동대문구,0,0,0,20160111
동작구,1,0,422,20160111
마포구,4,0,7586,20160111
서대문구,0,0,0,20160111
서초구,2,0,225,20160111
성동구,0,0,0,20160111
성북구,1,0,5321,20160111
송파구,0,0,0,20160111
양천구,1,0,5,20160111
영등포구,0,0,0,20160111
용산구,2,0,7061,20160111
은평구,1,0,328,20160111
종로구,0,0,0,20160111
중구,0,0,0,20160111
중랑구,0,0,0,20160111
강남구,1,0,99,20160112
강동구,1,0,110,20160112
강북구,0,0,0,20160112
강서구,1,0,2640,20160112
관악구,2,0,143178,20160112
광진구,0,0,0,20160112
구로구,0,0,0,20160112
금천구,1,0,68,20160112
노원구,2,0,30,20160112
도봉구,1,0,0,20160112
동대문구,0,0,0,20160112
동작구,0,0,0,20160112
마포구,3,0,287,20160112
서대문구,1,0,351,20160112
서초구,3,0,10870,20160112
성동구,1,0,287,20160112
성북구,1,0,96,20160112
송파구,0,0,0,20160112
양천구,2,0,833,20160112
영등포구,0,0,0,20160112
용산구,1,0,42,20160112
은평구,0,0,0,20160112
종로구,0,0,0,20160112
중구,0,0,0,20160112
중랑구,0,0,0,20160112
강남구,2,2,8036,20160113
강동구,0,0,0,20160113
강북구,0,0,0,20160113
강서구,1,0,108,20160113
관악구,1,0,306,20160113
광진구,0,0,0,20160113
구로구,0,0,0,20160113
금천구,0,0,0,20160113
노원구,1,0,322,20160113
도봉구,1,0,55,20160113
동대문구,2,0,1349,20160113
동작구,0,0,0,20160113
마포구,0,0,0,20160113
서대문구,1,0,112,20160113
서초구,1,0,80,20160113
성동구,0,0,0,20160113
성북구,0,0,0,20160113
송파구,1,0,282,20160113
양천구,0,0,0,20160113
영등포구,1,0,365,20160113
용산구,1,0,884,20160113
은평구,1,0,101,20160113
종로구,0,0,0,20160113
중구,1,0,7437,20160113
중랑구,2,2,14683,20160113
강남구,1,0,2993,20160114
강동구,1,0,1745,20160114
강북구,0,0,0,20160114
강서구,0,0,0,20160114
관악구,0,0,0,20160114
광진구,1,0,2495,20160114
구로구,1,0,151,20160114
금천구,0,0,0,20160114
노원구,1,0,483,20160114
도봉구,1,0,215,20160114
동대문구,0,0,0,20160114
동작구,0,0,0,20160114
마포구,0,0,0,20160114
서대문구,0,0,0,20160114
서초구,0,0,0,20160114
성동구,0,0,0,20160114
성북구,0,0,0,20160114
송파구,2,0,160,20160114
양천구,0,0,0,20160114
영등포구,4,0,36970,20160114
용산구,0,0,0,20160114
은평구,1,0,94,20160114
종로구,0,0,0,20160114
중구,4,0,5563,20160114
중랑구,1,0,165,20160114
강남구,1,4,51309,20160115
강동구,1,0,462,20160115
강북구,0,0,0,20160115
강서구,0,0,0,20160115
관악구,0,0,0,20160115
광진구,2,0,148,20160115
구로구,0,0,0,20160115
금천구,1,0,45,20160115
노원구,1,0,4735,20160115
도봉구,0,0,0,20160115
동대문구,0,0,0,20160115
동작구,0,0,0,20160115
마포구,1,0,152,20160115
서대문구,0,0,0,20160115
서초구,1,0,11325,20160115
성동구,1,0,8780,20160115
성북구,0,0,0,20160115
송파구,1,0,330,20160115
양천구,1,0,53,20160115
영등포구,1,0,451,20160115
용산구,1,0,84,20160115
은평구,1,0,30,20160115
종로구,0,0,0,20160115
중구,3,0,33665,20160115
중랑구,0,0,0,20160115
강남구,1,0,174,20160116
강동구,0,0,0,20160116
강북구,2,0,3054,20160116
강서구,1,0,5,20160116
관악구,1,0,61,20160116
광진구,1,0,110,20160116
구로구,2,0,1482,20160116
금천구,2,1,1595,20160116
노원구,1,0,4180,20160116
도봉구,0,0,0,20160116
동대문구,0,0,0,20160116
동작구,0,0,0,20160116
마포구,2,0,25,20160116
서대문구,0,0,0,20160116
서초구,3,0,39477,20160116
성동구,1,0,1223,20160116
성북구,2,0,0,20160116
송파구,1,0,1596,20160116
양천구,0,0,0,20160116
영등포구,0,0,0,20160116
용산구,0,0,0,20160116
은평구,0,0,0,20160116
종로구,1,0,30,20160116
중구,1,0,8,20160116
중랑구,0,0,0,20160116
강남구,0,0,0,20160117
강동구,3,0,102,20160117
강북구,0,0,0,20160117
강서구,0,0,0,20160117
관악구,1,0,135,20160117
광진구,0,0,0,20160117
구로구,1,0,165,20160117
금천구,0,0,0,20160117
노원구,0,0,0,20160117
도봉구,0,0,0,20160117
동대문구,0,0,0,20160117
동작구,0,0,0,20160117
마포구,1,0,301,20160117
서대문구,0,0,0,20160117
서초구,0,0,0,20160117
성동구,2,0,100,20160117
성북구,3,1,18313,20160117
송파구,1,0,428,20160117
양천구,1,0,11,20160117
영등포구,0,0,0,20160117
용산구,3,0,429,20160117
은평구,0,0,0,20160117
종로구,1,0,3770,20160117
중구,2,0,421,20160117
중랑구,1,0,19,20160117
강남구,0,0,0,20160118
강동구,1,0,0,20160118
강북구,0,0,0,20160118
강서구,1,0,20,20160118
관악구,0,0,0,20160118
광진구,1,0,84,20160118
구로구,0,0,0,20160118
금천구,0,0,0,20160118
노원구,0,0,0,20160118
도봉구,0,0,0,20160118
동대문구,0,0,0,20160118
동작구,0,0,0,20160118
마포구,0,0,0,20160118
서대문구,0,0,0,20160118
서초구,1,0,1405,20160118
성동구,1,0,1051,20160118
성북구,1,0,215,20160118
송파구,0,0,0,20160118
양천구,0,0,0,20160118
영등포구,2,0,1517,20160118
용산구,0,0,0,20160118
은평구,1,0,2798,20160118
종로구,0,0,0,20160118
중구,0,0,0,20160118
중랑구,2,0,7827,20160118
강남구,3,0,9318,20160119
강동구,2,0,469,20160119
강북구,0,0,0,20160119
강서구,2,1,490,20160119
관악구,1,0,228,20160119
광진구,0,0,0,20160119
구로구,1,0,433,20160119
금천구,0,0,0,20160119
노원구,0,0,0,20160119
도봉구,0,0,0,20160119
동대문구,0,0,0,20160119
동작구,0,0,0,20160119
마포구,0,0,0,20160119
서대문구,1,0,236,20160119
서초구,1,0,220,20160119
성동구,1,0,3850,20160119
성북구,1,0,469,20160119
송파구,1,1,451,20160119
양천구,2,0,147,20160119
영등포구,2,0,422,20160119
용산구,1,0,34,20160119
은평구,0,0,0,20160119
종로구,1,0,30,20160119
중구,0,0,0,20160119
중랑구,1,0,883,20160119
강남구,1,0,84,20160120
강동구,2,0,2785,20160120
강북구,0,0,0,20160120
강서구,2,0,109,20160120
관악구,1,0,71,20160120
광진구,0,0,0,20160120
구로구,2,0,936,20160120
금천구,0,0,0,20160120
노원구,4,0,34076,20160120
도봉구,0,0,0,20160120
동대문구,1,0,6890,20160120
동작구,0,0,0,20160120
마포구,2,0,1540,20160120
서대문구,1,0,260,20160120
서초구,4,0,1034,20160120
성동구,0,0,0,20160120
성북구,1,0,9429,20160120
송파구,1,0,1819,20160120
양천구,0,0,0,20160120
영등포구,1,0,259,20160120
용산구,0,0,0,20160120
은평구,0,0,0,20160120
종로구,1,0,94,20160120
중구,0,0,0,20160120
중랑구,2,0,165,20160120
강남구,3,0,135,20160121
강동구,0,0,0,20160121
강북구,0,0,0,20160121
강서구,1,0,121,20160121
관악구,0,0,0,20160121
광진구,1,1,435,20160121
구로구,1,0,23,20160121
금천구,1,0,108,20160121
노원구,1,0,111,20160121
도봉구,1,0,1740,20160121
동대문구,0,0,0,20160121
동작구,1,0,312,20160121
마포구,2,0,427,20160121
서대문구,0,0,0,20160121
서초구,0,0,0,20160121
성동구,1,0,62,20160121
성북구,1,0,52,20160121
송파구,2,0,1734,20160121
양천구,1,0,765,20160121
영등포구,0,0,0,20160121
용산구,1,0,5129,20160121
은평구,0,0,0,20160121
종로구,1,0,17,20160121
중구,0,0,0,20160121
중랑구,0,0,0,20160121
강남구,2,0,2122,20160122
강동구,2,0,53,20160122
강북구,1,0,110,20160122
강서구,1,0,72008,20160122
관악구,2,0,271,20160122
광진구,1,0,500,20160122
구로구,1,0,741,20160122
금천구,0,0,0,20160122
노원구,0,0,0,20160122
도봉구,1,1,88,20160122
동대문구,0,0,0,20160122
동작구,1,0,0,20160122
마포구,0,0,0,20160122
서대문구,0,0,0,20160122
서초구,4,0,14226,20160122
성동구,1,0,4010,20160122
성북구,0,0,0,20160122
송파구,4,0,5233,20160122
양천구,2,0,37,20160122
영등포구,2,0,84728,20160122
용산구,1,0,1832,20160122
은평구,0,0,0,20160122
종로구,3,0,390,20160122
중구,1,0,440,20160122
중랑구,3,0,605,20160122
강남구,2,0,1045,20160123
강동구,1,0,0,20160123
강북구,0,0,0,20160123
강서구,0,0,0,20160123
관악구,1,0,375,20160123
광진구,2,0,218,20160123
구로구,0,0,0,20160123
금천구,1,0,430,20160123
노원구,0,0,0,20160123
도봉구,0,0,0,20160123
동대문구,1,0,80456,20160123
동작구,1,0,62,20160123
마포구,0,0,0,20160123
서대문구,0,0,0,20160123
서초구,0,0,0,20160123
성동구,0,0,0,20160123
성북구,0,0,0,20160123
송파구,1,0,3972,20160123
양천구,1,0,11,20160123
영등포구,0,0,0,20160123
용산구,1,0,55,20160123
은평구,3,0,3009,20160123
종로구,5,1,1494,20160123
중구,2,0,3197,20160123
중랑구,1,0,6322,20160123
강남구,3,0,488,20160124
강동구,2,0,1683,20160124
강북구,0,0,0,20160124
강서구,2,0,36,20160124
관악구,2,0,780,20160124
광진구,0,0,0,20160124
구로구,2,0,377,20160124
금천구,0,0,0,20160124
노원구,0,0,0,20160124
도봉구,0,0,0,20160124
동대문구,1,3,54360,20160124
동작구,1,0,20,20160124
마포구,0,0,0,20160124
서대문구,1,0,515,20160124
서초구,1,0,20,20160124
성동구,0,0,0,20160124
성북구,0,0,0,20160124
송파구,3,0,644,20160124
양천구,2,0,174,20160124
영등포구,2,0,1964,20160124
용산구,2,0,464,20160124
은평구,1,0,287,20160124
종로구,0,0,0,20160124
중구,0,0,0,20160124
중랑구,1,0,253,20160124
강남구,1,0,436,20160125
강동구,0,0,0,20160125
강북구,1,0,10677,20160125
강서구,2,0,47,20160125
관악구,1,0,0,20160125
광진구,1,0,229,20160125
구로구,1,0,682,20160125
금천구,2,0,406,20160125
노원구,4,0,8130,20160125
도봉구,0,0,0,20160125
동대문구,1,0,47,20160125
동작구,1,0,0,20160125
마포구,0,0,0,20160125
서대문구,1,0,22,20160125
서초구,3,0,422,20160125
성동구,1,0,81,20160125
성북구,3,0,2399,20160125
송파구,3,0,44249,20160125
양천구,0,0,0,20160125
영등포구,1,0,733,20160125
용산구,3,0,3155,20160125
은평구,0,0,0,20160125
종로구,1,0,661,20160125
중구,0,0,0,20160125
중랑구,0,0,0,20160125
강남구,3,0,314,20160126
강동구,0,0,0,20160126
강북구,0,0,0,20160126
강서구,0,0,0,20160126
관악구,1,0,42,20160126
광진구,1,0,35,20160126
구로구,1,1,3067,20160126
금천구,0,0,0,20160126
노원구,3,0,987,20160126
도봉구,1,0,66,20160126
동대문구,3,0,11145,20160126
동작구,2,0,304,20160126
마포구,0,0,0,20160126
서대문구,1,0,0,20160126
서초구,1,0,2200,20160126
성동구,2,0,688,20160126
성북구,2,0,3093,20160126
송파구,3,0,2788,20160126
양천구,3,0,3240,20160126
영등포구,1,0,460,20160126
용산구,2,0,46,20160126
은평구,1,0,296,20160126
종로구,0,0,0,20160126
중구,0,0,0,20160126
중랑구,1,0,135,20160126
강남구,5,0,1797,20160127
강동구,3,0,10881,20160127
강북구,0,0,0,20160127
강서구,2,0,3,20160127
관악구,1,0,7718,20160127
광진구,1,0,686,20160127
구로구,0,0,0,20160127
금천구,0,0,0,20160127
노원구,3,0,1306,20160127
도봉구,0,0,0,20160127
동대문구,1,0,493,20160127
동작구,1,0,100,20160127
마포구,2,0,163,20160127
서대문구,1,0,0,20160127
서초구,2,0,50,20160127
성동구,0,0,0,20160127
성북구,0,0,0,20160127
송파구,1,0,4510,20160127
양천구,1,0,6,20160127
영등포구,0,0,0,20160127
용산구,0,0,0,20160127
은평구,1,0,30,20160127
종로구,0,0,0,20160127
중구,2,1,13039,20160127
중랑구,1,0,30,20160127
강남구,0,0,0,20160128
강동구,0,0,0,20160128
강북구,2,0,2288,20160128
강서구,1,0,50,20160128
관악구,1,0,253,20160128
광진구,2,0,1098,20160128
구로구,1,0,56,20160128
금천구,0,0,0,20160128
노원구,3,0,6534,20160128
도봉구,0,0,0,20160128
동대문구,1,0,45,20160128
동작구,0,0,0,20160128
마포구,1,0,48,20160128
서대문구,2,0,447,20160128
서초구,0,0,0,20160128
성동구,1,0,717,20160128
성북구,1,0,2275,20160128
송파구,1,0,414,20160128
양천구,3,0,152,20160128
영등포구,0,0,0,20160128
용산구,0,0,0,20160128
은평구,0,0,0,20160128
종로구,1,0,50,20160128
중구,1,0,99,20160128
중랑구,1,0,132,20160128
강남구,1,1,410,20160129
강동구,2,0,414,20160129
강북구,2,0,3258,20160129
강서구,1,0,129,20160129
관악구,1,0,404,20160129
광진구,1,0,39,20160129
구로구,2,0,2498,20160129
금천구,0,0,0,20160129
노원구,0,0,0,20160129
도봉구,1,0,11,20160129
동대문구,2,1,31683,20160129
동작구,2,0,236,20160129
마포구,0,0,0,20160129
서대문구,0,0,0,20160129
서초구,3,2,44709,20160129
성동구,0,0,0,20160129
성북구,0,0,0,20160129
송파구,2,0,2294,20160129
양천구,0,0,0,20160129
영등포구,0,0,0,20160129
용산구,2,0,77,20160129
은평구,0,0,0,20160129
종로구,2,0,848,20160129
중구,3,0,26136,20160129
중랑구,0,0,0,20160129
강남구,2,0,4525,20160130
강동구,0,0,0,20160130
강북구,0,0,0,20160130
강서구,4,0,11542,20160130
관악구,1,0,1102,20160130
광진구,1,0,113,20160130
구로구,0,0,0,20160130
금천구,1,0,113,20160130
노원구,2,1,27634,20160130
도봉구,2,0,313,20160130
동대문구,0,0,0,20160130
동작구,1,0,0,20160130
마포구,3,0,2704,20160130
서대문구,0,0,0,20160130
서초구,1,0,150,20160130
성동구,0,0,0,20160130
성북구,1,0,441,20160130
송파구,0,0,0,20160130
양천구,0,0,0,20160130
영등포구,1,0,440,20160130
용산구,0,0,0,20160130
은평구,0,0,0,20160130
종로구,0,0,0,20160130
중구,0,0,0,20160130
중랑구,1,0,378,20160130
강남구,2,0,1180,20160131
강동구,1,0,0,20160131
강북구,1,0,31,20160131
강서구,1,0,460,20160131
관악구,0,0,0,20160131
광진구,0,0,0,20160131
구로구,0,0,0,20160131
금천구,1,0,15,20160131
노원구,1,0,0,20160131
도봉구,0,0,0,20160131
동대문구,0,0,0,20160131
동작구,0,0,0,20160131
마포구,3,0,1328,20160131
서대문구,0,0,0,20160131
서초구,0,0,0,20160131
성동구,0,0,0,20160131
성북구,1,0,0,20160131
송파구,0,0,0,20160131
양천구,0,0,0,20160131
영등포구,1,0,85,20160131
용산구,1,0,2739,20160131
은평구,0,0,0,20160131
종로구,0,0,0,20160131
중구,0,0,0,20160131
중랑구,0,0,0,20160131
강남구,0,0,0,20160201
강동구,2,0,232,20160201
강북구,1,0,0,20160201
강서구,0,0,0,20160201
관악구,0,0,0,20160201
광진구,0,0,0,20160201
구로구,0,0,0,20160201
금천구,0,0,0,20160201
노원구,1,0,171,20160201
도봉구,0,0,0,20160201
동대문구,0,0,0,20160201
동작구,1,0,0,20160201
마포구,1,0,50,20160201
서대문구,0,0,0,20160201
서초구,0,0,0,20160201
성동구,0,0,0,20160201
성북구,0,0,0,20160201
송파구,1,0,210,20160201
양천구,1,0,13,20160201
영등포구,1,0,180,20160201
용산구,0,0,0,20160201
은평구,4,0,2508,20160201
종로구,2,0,60,20160201
중구,0,0,0,20160201
중랑구,1,0,4544,20160201
강남구,2,0,355,20160202
강동구,0,0,0,20160202
강북구,1,0,27,20160202
강서구,2,0,168,20160202
관악구,1,1,8809,20160202
광진구,0,0,0,20160202
구로구,1,0,9641,20160202
금천구,2,0,190,20160202
노원구,2,0,14462,20160202
도봉구,2,0,409,20160202
동대문구,2,0,7984,20160202
동작구,0,0,0,20160202
마포구,0,0,0,20160202
서대문구,0,0,0,20160202
서초구,4,0,1222,20160202
성동구,1,0,11,20160202
성북구,1,0,0,20160202
송파구,1,0,44000,20160202
양천구,0,0,0,20160202
영등포구,0,0,0,20160202
용산구,0,0,0,20160202
은평구,2,0,2238,20160202
종로구,1,0,0,20160202
중구,2,0,1966,20160202
중랑구,1,0,165,20160202
강남구,5,0,13229,20160203
강동구,0,0,0,20160203
강북구,0,0,0,20160203
강서구,3,0,48,20160203
관악구,1,0,71,20160203
광진구,2,0,427,20160203
구로구,0,0,0,20160203
금천구,0,0,0,20160203
노원구,1,0,107,20160203
도봉구,0,0,0,20160203
동대문구,1,0,405,20160203
동작구,0,0,0,20160203
마포구,1,0,194,20160203
서대문구,0,0,0,20160203
서초구,2,0,889,20160203
성동구,0,0,0,20160203
성북구,1,0,737,20160203
송파구,1,0,99,20160203
양천구,1,0,404,20160203
영등포구,1,0,46,20160203
용산구,2,0,96,20160203
은평구,3,0,756,20160203
종로구,2,0,101,20160203
중구,1,0,112,20160203
중랑구,3,0,512,20160203
강남구,0,0,0,20160204
강동구,1,0,0,20160204
강북구,0,0,0,20160204
강서구,3,0,241,20160204
관악구,2,0,5668,20160204
광진구,0,0,0,20160204
구로구,0,0,0,20160204
금천구,0,0,0,20160204
노원구,0,0,0,20160204
도봉구,1,0,55,20160204
동대문구,1,0,48,20160204
동작구,1,0,0,20160204
마포구,0,0,0,20160204
서대문구,0,0,0,20160204
서초구,1,0,20,20160204
성동구,0,0,0,20160204
성북구,0,0,0,20160204
송파구,1,0,15,20160204
양천구,0,0,0,20160204
영등포구,1,0,52,20160204
용산구,0,0,0,20160204
은평구,0,0,0,20160204
종로구,1,0,34,20160204
중구,2,0,2790,20160204
중랑구,1,0,50,20160204
강남구,0,0,0,20160205
강동구,1,0,1115,20160205
강북구,1,0,6600,20160205
강서구,1,0,30,20160205
관악구,0,0,0,20160205
광진구,0,0,0,20160205
구로구,0,0,0,20160205
금천구,1,0,135,20160205
노원구,0,0,0,20160205
도봉구,0,0,0,20160205
동대문구,2,0,333,20160205
동작구,1,0,19,20160205
마포구,2,0,483,20160205
서대문구,1,0,1149,20160205
서초구,1,0,220,20160205
성동구,0,0,0,20160205
성북구,1,0,0,20160205
송파구,1,0,44,20160205
양천구,0,0,0,20160205
영등포구,0,0,0,20160205
용산구,0,0,0,20160205
은평구,1,0,33,20160205
종로구,3,0,60,20160205
중구,1,0,50,20160205
중랑구,1,0,301,20160205
강남구,3,0,3262,20160206
강동구,2,0,27894,20160206
강북구,0,0,0,20160206
강서구,1,0,203,20160206
관악구,1,0,20,20160206
광진구,1,0,7671,20160206
구로구,1,0,277,20160206
금천구,1,0,95,20160206
노원구,0,0,0,20160206
도봉구,1,0,53,20160206
동대문구,0,0,0,20160206
동작구,1,1,19099,20160206
마포구,1,0,0,20160206
서대문구,2,0,15,20160206
서초구,4,0,2214,20160206
성동구,0,0,0,20160206
성북구,1,0,420,20160206
송파구,0,0,0,20160206
양천구,2,1,23147,20160206
영등포구,2,0,1525,20160206
용산구,1,0,341,20160206
은평구,0,0,0,20160206
종로구,0,0,0,20160206
중구,2,0,536,20160206
중랑구,0,0,0,20160206
강남구,4,0,21214,20160207
강동구,0,0,0,20160207
강북구,0,0,0,20160207
강서구,1,0,314,20160207
관악구,2,0,9233,20160207
광진구,1,0,243,20160207
구로구,1,0,311,20160207
금천구,3,0,2051,20160207
노원구,3,0,0,20160207
도봉구,3,0,976,20160207
동대문구,0,0,0,20160207
동작구,0,0,0,20160207
마포구,1,0,303,20160207
서대문구,1,0,12,20160207
서초구,1,0,42,20160207
성동구,1,0,48,20160207
성북구,1,0,0,20160207
송파구,0,0,0,20160207
양천구,0,0,0,20160207
영등포구,1,0,2075,20160207
용산구,0,0,0,20160207
은평구,1,0,50,20160207
종로구,1,0,205,20160207
중구,1,0,100,20160207
중랑구,1,0,0,20160207
강남구,2,0,37060,20160208
강동구,2,0,210,20160208
강북구,0,0,0,20160208
강서구,3,0,169,20160208
관악구,0,0,0,20160208
광진구,0,0,0,20160208
구로구,0,0,0,20160208
금천구,0,0,0,20160208
노원구,0,0,0,20160208
도봉구,1,0,53,20160208
동대문구,0,0,0,20160208
동작구,0,0,0,20160208
마포구,0,0,0,20160208
서대문구,1,0,20,20160208
서초구,0,0,0,20160208
성동구,1,0,205,20160208
성북구,2,0,20,20160208
송파구,1,0,2669,20160208
양천구,1,0,9,20160208
영등포구,1,0,121,20160208
용산구,0,0,0,20160208
은평구,2,0,48,20160208
종로구,2,0,60,20160208
중구,0,0,0,20160208
