,,,,,,,,,,,단위 : 동
구분,구분,구분,합계,10년미만,10~15년미만,15~20년미만,20~25년미만,25~30년미만,30~35년미만,35년이상,기타
서울특별시,영등포구,당산동,  110 ,  32 ,  11 ,  8 ,  9 ,  2 ,  4 ,  37 ,  7 
서울특별시,영등포구,당산동1가,  295 ,  13 ,  5 ,  7 ,  37 ,  42 ,  34 ,  96 ,  61 
서울특별시,영등포구,당산동2가,  109 ,  5 ,  10 ,  3 ,  22 ,  24 ,  8 ,  33 ,  4 
서울특별시,영등포구,당산동3가,  272 ,  26 ,  17 ,  11 ,  31 ,  54 ,  34 ,  75 ,  24 
서울특별시,영등포구,당산동4가,  132 ,  27 ,  14 ,  10 ,  14 ,  29 ,  26 ,  9 ,  3 
서울특별시,영등포구,당산동5가,  52 ,  9 ,  3 ,  2 ,  4 ,  6 ,  4 ,  22 ,  2 
서울특별시,영등포구,당산동6가,  145 ,  19 ,  12 ,  8 ,  20 ,  35 ,  12 ,  36 ,  3 
서울특별시,영등포구,대림동,  950 ,  58 ,  35 ,  27 ,  91 ,  178 ,  288 ,  269 ,  4 
서울특별시,영등포구,도림동,  261 ,  26 ,  42 ,  16 ,  33 ,  36 ,  35 ,  49 ,  24 
서울특별시,영등포구,문래동1가,  145 ,  1 ,  4 ,  2 ,  9 ,  2 ,  19 ,  74 ,  34 
서울특별시,영등포구,문래동2가,  236 ,  1 ,  2 ,  1 ,  6 ,  5 ,  23 ,  137 ,  61 
